time_boot_ms,C,SV,SP,SH,SM,SVT,errRP,OFN,OFE,FS,TS,SS,GPS,PI
132056.268,2,0,0,0.01,0,0,0.006376231089234352,0,0,0,50,65671,512,2
132096.278,2,0,0,0.01,0,0,0.006415558513253927,0,0,0,50,65671,512,2
132136.252,2,0,0,0.01,0,0,0.006366376299411058,0,0,0,50,65671,512,2
132176.208,2,0,0,0.01,0,0,0.006395427510142326,0,0,0,50,65671,512,2
132216.233,2,0,0,0.01,0,0,0.006346079055219889,0,0,0,50,65671,512,2
132256.252,2,0,0,0.01,0,0,0.0063757337629795074,0,0,0,50,65671,512,2
132296.249,2,0,0,0.02,0,0,0.006415278650820255,0,0,0,50,65671,512,2
132336.294,2,0,0,0.02,0,0,0.006365695968270302,0,0,0,50,65671,512,2
132376.217,2,0,0,0.02,0,0,0.006395088508725166,0,0,0,50,65671,512,2
132416.225,2,0,0,0,0,0,0.006345364265143871,0,0,0,50,65671,512,2
132456.23,2,0,0,0,0,0,0.006375069729983807,0,0,0,50,65671,512,2
