time_boot_ms,Lat,Lng,Alt,RelHomeAlt,RelOriginAlt
214697.404,391848264,-768259285,123.8699951171875,123.8699951171875,
214737.567,391848264,-768259285,123.8699951171875,123.8699951171875,
214777.388,391848277,-768259278,123.94999694824219,123.94999694824219,
214817.029,391848277,-768259278,123.94999694824219,123.94999694824219,
214856.997,391848277,-768259278,123.94999694824219,123.94999694824219,
214897.5,391848277,-768259278,123.94999694824219,123.94999694824219,
214937.419,391848277,-768259278,123.94999694824219,123.94999694824219,
214977.325,391848286,-768259276,124,124,
215017.036,391848286,-768259276,124,124,
215057.05,391848286,-768259276,124,124,
215097.52,391848286,-768259276,124,124,
215137.466,391848286,-768259276,124,124,
215177.357,391848294,-768259276,124.02999877929688,124.02999877929688,
215216.86,391848294,-768259276,124.02999877929688,124.02999877929688,
215257.082,391848294,-768259276,124.02999877929688,124.02999877929688,
215297.443,391848294,-768259276,124.02999877929688,124.02999877929688,
215337.645,391848294,-768259276,124.02999877929688,124.02999877929688,
215377.412,391848302,-768259275,124.05999755859375,124.05999755859375,
215416.928,391848302,-768259275,124.05999755859375,124.05999755859375,
215456.921,391848302,-768259275,124.05999755859375,124.05999755859375,
215497.456,391848302,-768259275,124.05999755859375,124.05999755859375,
215537.556,391848302,-768259275,124.05999755859375,124.05999755859375,
215577.453,391848309,-768259275,124.06999969482422,124.06999969482422,
215617.001,391848309,-768259275,124.06999969482422,124.06999969482422,
215656.872,391848309,-768259275,124.06999969482422,124.06999969482422,
215697.368,391848309,-768259275,124.06999969482422,124.06999969482422,
215737.518,391848309,-768259275,124.06999969482422,124.06999969482422,
215777.498,391848315,-768259275,124.06999969482422,124.06999969482422,
215816.944,391848315,-768259275,124.06999969482422,124.06999969482422,
215856.973,391848315,-768259275,124.06999969482422,124.06999969482422,
215897.332,391848315,-768259275,124.06999969482422,124.06999969482422,
215937.647,391848315,-768259275,124.06999969482422,124.06999969482422,
215977.474,391848321,-768259276,124.0999984741211,124.0999984741211,
216017.004,391848321,-768259276,124.0999984741211,124.0999984741211,
216057.01,391848321,-768259276,124.0999984741211,124.0999984741211,
216097.385,391848321,-768259276,124.0999984741211,124.0999984741211,
216137.448,391848321,-768259276,124.0999984741211,124.0999984741211,
216177.416,391848325,-768259278,124.08999633789062,124.08999633789062,
216216.984,391848325,-768259278,124.08999633789062,124.08999633789062,
216256.983,391848325,-768259278,124.08999633789062,124.08999633789062,
216297.42,391848325,-768259278,124.08999633789062,124.08999633789062,
216337.453,391848325,-768259278,124.08999633789062,124.08999633789062,
216377.372,391848331,-768259278,124.08999633789062,124.08999633789062,
216416.944,391848331,-768259278,124.08999633789062,124.08999633789062,
216456.997,391848331,-768259278,124.08999633789062,124.08999633789062,
216497.471,391848331,-768259278,124.08999633789062,124.08999633789062,
216537.649,391848331,-768259278,124.08999633789062,124.08999633789062,
216577.323,391848335,-768259281,124.08999633789062,124.08999633789062,
216616.906,391848335,-768259281,124.08999633789062,124.08999633789062,
216656.946,391848335,-768259281,124.08999633789062,124.08999633789062,
216697.635,391848335,-768259281,124.08999633789062,124.08999633789062,
216737.452,391848335,-768259281,124.08999633789062,124.08999633789062,
216777.432,391848340,-768259281,124.0999984741211,124.0999984741211,
216816.88,391848340,-768259281,124.0999984741211,124.0999984741211,
216856.956,391848340,-768259281,124.0999984741211,124.0999984741211,
216897.448,391848340,-768259281,124.0999984741211,124.0999984741211,
216937.554,391848340,-768259281,124.0999984741211,124.0999984741211,
216977.44,391848343,-768259284,124.11000061035156,124.11000061035156,
217016.943,391848343,-768259284,124.11000061035156,124.11000061035156,
217057.033,391848343,-768259284,124.11000061035156,124.11000061035156,
217097.344,391848343,-768259284,124.11000061035156,124.11000061035156,
217137.623,391848343,-768259284,124.11000061035156,124.11000061035156,
217177.473,391848347,-768259285,124.0999984741211,124.0999984741211,
217216.93,391848347,-768259285,124.0999984741211,124.0999984741211,
217256.955,391848347,-768259285,124.0999984741211,124.0999984741211,
