time_boot_ms,C,Q1,Q2,Q3,Q4
98576.278,1,0.9999833106994629,-0.0015387400053441525,0.005562456790357828,0.00018521321180742234
98616.263,1,0.9999833106994629,-0.0015391322085633874,0.005563811399042606,0.0002116117102559656
98656.223,1,0.9999833106994629,-0.001539158052764833,0.005564176011830568,0.00022890130640007555
98696.234,1,0.9999834299087524,-0.0015305076958611608,0.005548028741031885,0.00024041817232500762
98736.233,1,0.9999834299087524,-0.0015388141619041562,0.005539989098906517,0.00024833096540533006
98776.262,1,0.9999834299087524,-0.0015434692613780499,0.005537956953048706,0.0002540762652643025
98816.274,1,0.9999833703041077,-0.0015286889392882586,0.005552925635129213,0.00024778637452982366
98856.262,1,0.9999834895133972,-0.001524359337054193,0.005533577408641577,0.00025057262973859906
98896.211,1,0.9999836683273315,-0.0015138337621465325,0.005508980713784695,0.0002699676260817796
98936.26,1,0.9999837875366211,-0.0015109549276530743,0.0054785762913525105,0.00025965331587940454
98976.217,1,0.9999837875366211,-0.0015286566922441125,0.005481481086462736,0.0002458514936733991
99016.262,1,0.9999837279319763,-0.001537229516543448,0.0054894560016691685,0.00025859285960905254
99056.239,1,0.9999837875366211,-0.0015187016688287258,0.005477039143443108,0.00026537146186456084
99096.25,1,0.9999837875366211,-0.0015192802529782057,0.005478497128933668,0.0002751889987848699
99136.201,1,0.9999839067459106,-0.0015260146465152502,0.005459217820316553,0.00029155268566682935
99176.228,1,0.9999838471412659,-0.0015210233395919204,0.005465890280902386,0.00028398376889526844
99216.247,1,0.9999838471412659,-0.001493224874138832,0.005474800709635019,0.00028037099400535226
99256.243,1,0.9999838471412659,-0.0015029676724225283,0.005473339464515448,0.0002855694619938731
99296.281,1,0.9999839067459106,-0.0014904894633218646,0.0054674758575856686,0.0002783845120575279
