time_boot_ms,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
5285.75,0,-0.62,0,-0.35,0,0,1,1,0
5288.337,0,-0.62,0,-0.35,0,0,1,1,0
5290.834,0,-0.62,0,-0.35,0,0,1,1,0
5293.321,0,-0.62,0,-0.35,0,0,1,1,0
5295.835,0,-0.62,0,-0.35,0,0,1,1,0
5298.302,0,-0.62,0,-0.35,0,0,1,1,0
5300.769,0,-0.62,0,-0.35,0,0,1,1,0
5303.294,0,-0.62,0,-0.35,0,0,1,1,0
5305.818,0,-0.62,0,-0.35,0,0,1,1,0
5308.34,0,-0.62,0,-0.35,0,0,1,1,0
5310.836,0,-0.62,0,-0.35,0,0,1,1,0
5313.266,0,-0.62,0,-0.35,0,0,1,1,0
5315.836,0,-0.62,0,-0.35,0,0,1,1,0
5318.308,0,-0.62,0,-0.35,0,0,1,1,0
5320.785,0,-0.62,0,-0.35,0,0,0.8,1,0
5323.333,0,-0.62,0,-0.35,0,0,0.8,1,0
5325.79,0,-0.62,0,-0.35,0,0,0.8,1,0
5328.3,0,-0.62,0,-0.35,0,0,0.8,1,0
5330.714,0,-0.62,0,-0.35,0,0,0.8,1,0
5333.305,0,-0.62,0,-0.35,0,0,0.8,1,0
5336.012,0,-0.62,0,-0.35,0,0,0.8,1,0
5338.342,0,-0.62,0,-0.35,0,0,0.8,1,0
5340.8,0,-0.62,0,-0.35,0,0,0.8,1,0
5343.312,0,-0.62,0,-0.35,0,0,0.8,1,0
5345.823,0,-0.62,0,-0.35,0,0,0.8,1,0
5348.297,0,-0.62,0,-0.35,0,0,0.8,1,0
5350.848,0,-0.62,0,-0.35,0,0,0.8,1,0
5353.227,0,-0.62,0,-0.35,0,0,0.8,1,0
5355.902,0,-0.62,0,-0.35,0,0,0.8,1,0
5358.219,0,-0.62,0,-0.35,0,0,0.8,1,0
5360.826,0,-0.62,0,-0.35,0,0,0.8,1,0
5363.303,0,-0.62,0,-0.35,0,0,0.8,1,0
5365.831,0,-0.62,0,-0.35,0,0,0.8,1,0
5368.286,0,-0.62,0,-0.35,0,0,0.8,1,0
5370.795,0,-0.62,0,-0.35,0,0,0.8,1,0
5373.345,0,-0.62,0,-0.35,0,0,0.8,1,0
5375.812,0,-0.62,0,-0.35,0,0,0.8,1,0
5378.362,0,-0.62,0,-0.35,0,0,0.8,1,0
5380.735,0,-0.62,0,-0.35,0,0,0.8,1,0
5383.368,0,-0.62,0,-0.35,0,0,0.8,1,0
5385.749,0,-0.62,0,-0.36,0,0,0.8,1,0
5388.354,0,-0.62,0,-0.36,0,0,0.8,1,0
5390.803,0,-0.62,0,-0.36,0,0,0.8,1,0
5393.323,0,-0.62,0,-0.36,0,0,0.8,1,0
5395.816,0,-0.62,0,-0.36,0,0,0.8,1,0
5398.273,0,-0.62,0,-0.36,0,0,0.8,1,0
5400.782,0,-0.62,0,-0.36,0,0,0.8,1,0
5403.216,0,-0.62,0,-0.36,0,0,0.8,1,0
5405.868,0,-0.62,0,-0.36,0,0,0.8,1,0
5408.272,0,-0.62,0,-0.36,0,0,0.8,1,0
5410.837,0,-0.62,0,-0.36,0,0,0.8,1,0
5413.252,0,-0.62,0,-0.36,0,0,0.8,1,0
5415.896,0,-0.62,0,-0.36,0,0,0.8,1,0
5418.288,0,-0.62,0,-0.36,0,0,0.8,1,0
5420.807,0,-0.62,0,-0.36,0,0,0.8,1,0
5423.291,0,-0.62,0,-0.36,0,0,0.8,1,0
5425.789,0,-0.62,0,-0.36,0,0,0.8,1,0
5428.322,0,-0.62,0,-0.36,0,0,0.8,1,0
5430.711,0,-0.62,0,-0.36,0,0,0.8,1,0
5433.279,0,-0.62,0,-0.36,0,0,0.8,1,0
5436.007,0,-0.62,0,-0.36,0,0,0.8,1,0
5438.318,0,-0.62,0,-0.36,0,0,0.8,1,0
5440.781,0,-0.62,0,-0.36,0,0,0.8,1,0
5443.247,0,-0.62,0,-0.36,0,0,0.8,1,0
5445.759,0,-0.62,0,-0.36,0,0,0.8,1,0
5448.29,0,-0.62,0,-0.36,0,0,0.8,1,0
5450.779,0,-0.62,0,-0.36,0,0,0.8,1,0
5453.211,0,-0.62,0,-0.36,0,0,0.8,1,0
5455.84,0,-0.62,0,-0.36,0,0,0.8,1,0
5458.229,0,-0.62,0,-0.36,0,0,0.8,1,0
5460.839,0,-0.62,0,-0.36,0,0,0.8,1,0
5463.28,0,-0.62,0,-0.36,0,0,0.8,1,0
5465.825,0,-0.62,0,-0.36,0,0,0.8,1,0
5468.326,0,-0.62,0,-0.36,0,0,0.8,1,0
5470.781,0,-0.62,0,-0.37,0,0,0.8,1,0
5473.305,0,-0.62,0,-0.37,0,0,0.8,1,0
5475.781,0,-0.62,0,-0.37,0,0,0.8,1,0
5478.322,0,-0.62,0,-0.37,0,0,0.8,1,0
5480.719,0,-0.62,0,-0.37,0,0,0.8,1,0
5483.333,0,-0.62,0,-0.37,0,0,0.8,1,0
5485.779,0,-0.62,0,-0.37,0,0,0.8,1,0
5488.271,0,-0.62,0,-0.37,0,0,0.8,1,0
5490.827,0,-0.62,0,-0.37,0,0,0.8,1,0
5493.256,0,-0.62,0,-0.37,0,0,0.8,1,0
5495.815,0,-0.62,0,-0.37,0,0,0.8,1,0
5498.235,0,-0.62,0,-0.37,0,0,0.8,1,0
5500.841,0,-0.62,0,-0.37,0,0,0.8,1,0
5503.206,0,-0.62,0,-0.37,0,0,0.8,1,0
5505.859,0,-0.62,0,-0.37,0,0,0.8,1,0
5508.256,0,-0.62,0,-0.37,0,0,0.8,1,0
5510.741,0,-0.62,0,-0.37,0,0,0.8,1,0
5513.294,0,-0.62,0,-0.37,0,0,0.8,1,0
5515.786,0,-0.62,0,-0.37,0,0,0.8,1,0
5518.328,0,-0.62,0,-0.37,0,0,0.8,1,0
5520.836,0,-0.62,0,-0.37,0,0,0.64,1,0
5523.345,0,-0.62,0,-0.37,0,0,0.64,1,0
5525.737,0,-0.62,0,-0.37,0,0,0.64,1,0
5528.379,0,-0.62,0,-0.37,0,0,0.64,1,0
5530.792,0,-0.62,0,-0.37,0,0,0.64,1,0
5533.37,0,-0.62,0,-0.37,0,0,0.64,1,0
5535.985,0,-0.62,0,-0.37,0,0,0.64,1,0
5538.35,0,-0.62,0,-0.37,0,0,0.64,1,0
5540.773,0,-0.62,0,-0.37,0,0,0.64,1,0
5543.272,0,-0.62,0,-0.37,0,0,0.64,1,0
5545.818,0,-0.62,0,-0.37,0,0,0.64,1,0
5548.237,0,-0.62,0,-0.37,0,0,0.64,1,0
5550.852,0,-0.62,0,-0.37,0,0,0.64,1,0
5553.237,0,-0.62,0,-0.38,0,0,0.64,1,0
5555.853,0,-0.62,0,-0.38,0,0,0.64,1,0
5558.269,0,-0.62,0,-0.38,0,0,0.64,1,0
5560.853,0,-0.62,0,-0.38,0,0,0.64,1,0
5563.3,0,-0.62,0,-0.38,0,0,0.64,1,0
5565.796,0,-0.62,0,-0.38,0,0,0.64,1,0
5568.28,0,-0.62,0,-0.38,0,0,0.64,1,0
5570.794,0,-0.62,0,-0.38,0,0,0.64,1,0
5573.314,0,-0.62,0,-0.38,0,0,0.64,1,0
5575.725,0,-0.62,0,-0.38,0,0,0.64,1,0
5578.35,0,-0.62,0,-0.38,0,0,0.64,1,0
5580.779,0,-0.62,0,-0.38,0,0,0.64,1,0
5583.304,0,-0.62,0,-0.38,0,0,0.64,1,0
5585.77,0,-0.62,0,-0.38,0,0,0.64,1,0
5588.294,0,-0.62,0,-0.38,0,0,0.64,1,0
5590.848,0,-0.62,0,-0.38,0,0,0.64,1,0
5593.253,0,-0.62,0,-0.38,0,0,0.64,1,0
5595.803,0,-0.62,0,-0.38,0,0,0.64,1,0
5598.314,0,-0.62,0,-0.38,0,0,0.64,1,0
5600.834,0,-0.62,0,-0.38,0,0,0.64,1,0
5603.263,0,-0.62,0,-0.38,0,0,0.64,1,0
5605.827,0,-0.62,0,-0.38,0,0,0.64,1,0
5608.266,0,-0.62,0,-0.38,0,0,0.64,1,0
5610.764,0,-0.62,0,-0.38,0,0,0.64,1,0
5613.266,0,-0.62,0,-0.38,0,0,0.64,1,0
5615.789,0,-0.62,0,-0.38,0,0,0.64,1,0
5618.286,0,-0.62,0,-0.39,0,0,0.64,1,0
5620.737,0,-0.62,0,-0.39,0,0,0.64,1,0
5623.289,0,-0.62,0,-0.39,0,0,0.64,1,0
5625.757,0,-0.62,0,-0.39,0,0,0.64,1,0
5628.33,0,-0.62,0,-0.39,0,0,0.64,1,0
5630.825,0,-0.62,0,-0.39,0,0,0.64,1,0
5633.281,0,-0.62,0,-0.39,0,0,0.64,1,0
5635.997,0,-0.62,0,-0.39,0,0,0.64,1,0
5638.271,0,-0.62,0,-0.39,0,0,0.64,1,0
5640.841,0,-0.62,0,-0.39,0,0,0.64,1,0
5643.227,0,-0.62,0,-0.39,0,0,0.64,1,0
5645.836,0,-0.62,0,-0.39,0,0,0.64,1,0
5648.201,0,-0.62,0,-0.39,0,0,0.64,1,0
5650.826,0,-0.62,0,-0.39,0,0,0.64,1,0
5653.243,0,-0.62,0,-0.39,0,0,0.64,1,0
5655.753,0,-0.62,0,-0.39,0,0,0.64,1,0
5658.276,0,-0.62,0,-0.39,0,0,0.64,1,0
5660.762,0,-0.62,0,-0.39,0,0,0.64,1,0
5663.346,0,-0.62,0,-0.39,0,0,0.64,1,0
5665.774,0,-0.62,0,-0.39,0,0,0.64,1,0
5668.329,0,-0.62,0,-0.39,0,0,0.64,1,0
5670.732,0,-0.62,0,-0.39,0,0,0.64,1,0
5673.338,0,-0.62,0,-0.39,0,0,0.64,1,0
5675.73,0,-0.62,0,-0.39,0,0,0.64,1,0
5678.339,0,-0.62,0,-0.39,0,0,0.64,1,0
5680.799,0,-0.62,0,-0.39,0,0,0.64,1,0
5683.253,0,-0.62,0,-0.4,0,0,0.64,1,0
5685.814,0,-0.62,0,-0.4,0,0,0.64,1,0
5688.275,0,-0.62,0,-0.4,0,0,0.64,1,0
5690.866,0,-0.62,0,-0.4,0,0,0.64,1,0
5693.25,0,-0.62,0,-0.4,0,0,0.64,1,0
5695.867,0,-0.62,0,-0.4,0,0,0.64,1,0
5698.21,0,-0.62,0,-0.4,0,0,0.64,1,0
5700.876,0,-0.62,0,-0.4,0,0,0.64,1,0
5703.25,0,-0.62,0,-0.4,0,0,0.64,1,0
5705.876,0,-0.62,0,-0.4,0,0,0.64,1,0
5708.25,0,-0.62,0,-0.4,0,0,0.64,1,0
5710.891,0,-0.62,0,-0.4,0,0,0.64,1,0
5713.341,0,-0.62,0,-0.4,0,0,0.64,1,0
5715.807,0,-0.62,0,-0.4,0,0,0.64,1,0
5718.307,0,-0.62,0,-0.4,0,0,0.64,1,0
5720.786,0,-0.62,0,-0.4,0,0,0.51,1,0
5723.347,0,-0.62,0,-0.4,0,0,0.51,1,0
5725.781,0,-0.62,0,-0.4,0,0,0.51,1,0
5728.334,0,-0.62,0,-0.4,0,0,0.51,1,0
5730.796,0,-0.62,0,-0.4,0,0,0.51,1,0
5733.264,0,-0.62,0,-0.4,0,0,0.51,1,0
5735.952,0,-0.62,0,-0.4,0,0,0.51,1,0
5738.3,0,-0.62,0,-0.4,0,0,0.51,1,0
5740.811,0,-0.62,0,-0.4,0,0,0.51,1,0
5743.209,0,-0.62,0,-0.4,0,0,0.51,1,0
5745.83,0,-0.62,0,-0.4,0,0,0.51,1,0
5748.229,0,-0.62,0,-0.4,0,0,0.51,1,0
5750.845,0,-0.62,0,-0.4,0,0,0.51,1,0
5753.27,0,-0.62,0,-0.4,0,0,0.51,1,0
5755.869,0,-0.62,0,-0.4,0,0,0.51,1,0
5758.26,0,-0.62,0,-0.4,0,0,0.51,1,0
5760.819,0,-0.62,0,-0.4,0,0,0.51,1,0
5763.358,0,-0.62,0,-0.4,0,0,0.51,1,0
5765.803,0,-0.62,0,-0.4,0,0,0.51,1,0
5768.33,0,-0.62,0,-0.4,0,0,0.51,1,0
5770.721,0,-0.62,0,-0.4,0,0,0.51,1,0
5773.359,0,-0.62,0,-0.4,0,0,0.51,1,0
5775.775,0,-0.62,0,-0.4,0,0,0.51,1,0
5778.307,0,-0.62,0,-0.4,0,0,0.51,1,0
5780.753,0,-0.62,0,-0.4,0,0,0.51,1,0
5783.35,0,-0.62,0,-0.4,0,0,0.51,1,0
5785.836,0,-0.62,0,-0.4,0,0,0.51,1,0
5788.313,0,-0.62,0,-0.4,0,0,0.51,1,0
5790.845,0,-0.62,0,-0.4,0,0,0.51,1,0
5793.284,0,-0.62,0,-0.41,0,0,0.51,1,0
5795.842,0,-0.62,0,-0.41,0,0,0.51,1,0
5798.284,0,-0.62,0,-0.41,0,0,0.51,1,0
5800.821,0,-0.62,0,-0.41,0,0,0.51,1,0
5803.275,0,-0.62,0,-0.41,0,0,0.51,1,0
5805.794,0,-0.62,0,-0.41,0,0,0.51,1,0
5808.26,0,-0.62,0,-0.41,0,0,0.51,1,0
5810.782,0,-0.62,0,-0.41,0,0,0.51,1,0
5813.324,0,-0.62,0,-0.41,0,0,0.51,1,0
5815.819,0,-0.62,0,-0.41,0,0,0.51,1,0
5818.332,0,-0.62,0,-0.41,0,0,0.51,1,0
5820.766,0,-0.62,0,-0.41,0,0,0.51,1,0
5823.304,0,-0.62,0,-0.41,0,0,0.51,1,0
5825.835,0,-0.62,0,-0.41,0,0,0.51,1,0
5828.269,0,-0.62,0,-0.41,0,0,0.51,1,0
5830.767,0,-0.62,0,-0.41,0,0,0.51,1,0
5833.272,0,-0.62,0,-0.41,0,0,0.51,1,0
5836.052,0,-0.62,0,-0.41,0,0,0.51,1,0
5838.187,0,-0.62,0,-0.41,0,0,0.51,1,0
5840.798,0,-0.62,0,-0.41,0,0,0.51,1,0
5843.232,0,-0.62,0,-0.41,0,0,0.51,1,0
5845.828,0,-0.62,0,-0.41,0,0,0.51,1,0
5848.258,0,-0.62,0,-0.41,0,0,0.51,1,0
5850.746,0,-0.62,0,-0.41,0,0,0.51,1,0
5853.321,0,-0.62,0,-0.41,0,0,0.51,1,0
5855.805,0,-0.62,0,-0.41,0,0,0.51,1,0
5858.353,0,-0.62,0,-0.41,0,0,0.51,1,0
5860.787,0,-0.62,0,-0.41,0,0,0.51,1,0
5863.364,0,-0.62,0,-0.41,0,0,0.51,1,0
5865.713,0,-0.62,0,-0.41,0,0,0.51,1,0
5868.32,0,-0.62,0,-0.41,0,0,0.51,1,0
5870.769,0,-0.62,0,-0.41,0,0,0.51,1,0
5873.305,0,-0.62,0,-0.41,0,0,0.51,1,0
5875.826,0,-0.62,0,-0.41,0,0,0.51,1,0
5878.269,0,-0.62,0,-0.41,0,0,0.51,1,0
5880.821,0,-0.62,0,-0.41,0,0,0.51,1,0
5883.263,0,-0.62,0,-0.41,0,0,0.51,1,0
5885.816,0,-0.62,0,-0.41,0,0,0.51,1,0
5888.245,0,-0.62,0,-0.41,0,0,0.51,1,0
5890.876,0,-0.62,0,-0.41,0,0,0.51,1,0
5893.22,0,-0.62,0,-0.41,0,0,0.51,1,0
5895.859,0,-0.62,0,-0.41,0,0,0.51,1,0
5898.266,0,-0.62,0,-0.41,0,0,0.51,1,0
5900.778,0,-0.62,0,-0.41,0,0,0.51,1,0
5903.337,0,-0.62,0,-0.41,0,0,0.51,1,0
5905.753,0,-0.62,0,-0.41,0,0,0.51,1,0
5908.359,0,-0.62,0,-0.41,0,0,0.51,1,0
5910.738,0,-0.62,0,-0.41,0,0,0.51,1,0
5913.344,0,-0.62,0,-0.41,0,0,0.51,1,0
5915.722,0,-0.62,0,-0.41,0,0,0.51,1,0
5918.357,0,-0.62,0,-0.41,0,0,0.51,1,0
5920.807,0,-0.62,0,-0.41,0,0,0.41,1,0
5923.318,0,-0.62,0,-0.41,0,0,0.41,1,0
5925.751,0,-0.62,0,-0.41,0,0,0.41,1,0
5928.283,0,-0.62,0,-0.41,0,0,0.41,1,0
5930.781,0,-0.62,0,-0.41,0,0,0.41,1,0
5933.242,0,-0.62,0,-0.41,0,0,0.41,1,0
5935.975,0,-0.62,0,-0.41,0,0,0.41,1,0
5938.189,0,-0.62,0,-0.41,0,0,0.41,1,0
5940.865,0,-0.62,0,-0.41,0,0,0.41,1,0
5943.237,0,-0.62,0,-0.41,0,0,0.41,1,0
5945.843,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
5948.253,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
5950.788,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
5953.273,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
5955.773,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
5958.279,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
5960.734,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
5963.334,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
5965.725,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
5968.343,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
5970.755,0,-0.62,0,-0.41,0,0,0.41,1,0
5973.319,0,-0.62,0,-0.41,0,0,0.41,1,0
5975.794,0,-0.62,0,-0.41,0,0,0.41,1,0
5978.312,0,-0.62,0,-0.41,0,0,0.41,1,0
5980.792,0,-0.62,0,-0.41,0,0,0.41,1,0
5983.257,0,-0.62,0,-0.41,0,0,0.41,1,0
5985.828,0,-0.62,0,-0.41,0,0,0.41,1,0
5988.202,0,-0.62,0,-0.41,0,0,0.41,1,0
5990.836,0,-0.62,0,-0.41,0,0,0.41,1,0
5993.264,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
5995.834,0,-0.62,0,-0.41,0,0,0.41,1,0
5998.265,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6000.78,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6003.273,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6005.814,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6008.343,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6010.76,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6013.31,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6015.812,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6018.331,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6020.762,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6023.225,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6025.742,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6028.3,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6030.799,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6033.225,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6035.989,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6038.253,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6040.819,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6043.278,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6045.811,0,-0.62,0,-0.41,0.01,0.01,0.41,1,0
6048.314,0,-0.62,0,-0.41,0,0,0.41,1,0
6050.761,0,-0.62,0,-0.41,0,0,0.41,1,0
6053.356,0,-0.62,0,-0.41,0,0,0.41,1,0
6055.785,0,-0.62,0,-0.41,0,0,0.41,1,0
6058.319,0,-0.62,0,-0.41,0,0,0.41,1,0
6060.718,0,-0.62,0,-0.41,0,0,0.41,1,0
6063.301,0,-0.62,0,-0.41,0,0,0.41,1,0
6065.75,0,-0.62,0,-0.41,0,0,0.41,1,0
6068.246,0,-0.62,0,-0.41,0,0,0.41,1,0
6070.821,0,-0.62,0,-0.41,0,0,0.41,1,0
6073.263,0,-0.62,0,-0.41,0,0,0.41,1,0
6075.845,0,-0.62,0,-0.41,0,0,0.41,1,0
6078.271,0,-0.62,0,-0.41,0,0,0.41,1,0
6080.836,0,-0.62,0,-0.41,0,0,0.41,1,0
6083.227,0,-0.62,0,-0.41,0,0,0.41,1,0
6085.859,0,-0.62,0,-0.41,0,0,0.41,1,0
6088.234,0,-0.62,0,-0.41,0,0,0.41,1,0
6090.798,0,-0.62,0,-0.41,0,0,0.41,1,0
6093.291,0,-0.62,0,-0.41,0,0,0.41,1,0
6095.821,0,-0.62,0,-0.41,0,0,0.41,1,0
6098.274,0,-0.62,0,-0.41,0,0,0.41,1,0
6100.76,0,-0.62,0,-0.41,0,0,0.41,1,0
6103.354,0,-0.62,0,-0.41,0,0,0.41,1,0
6105.741,0,-0.62,0,-0.41,0,0,0.41,1,0
6108.355,0,-0.62,0,-0.41,0,0,0.41,1,0
6110.714,0,-0.62,0,-0.41,0,0,0.41,1,0
6113.331,0,-0.62,0,-0.41,0,0,0.41,1,0
6115.756,0,-0.62,0,-0.41,0,0,0.41,1,0
6118.265,0,-0.62,0,-0.41,0,0,0.41,1,0
6121.313,0,-0.62,0,-0.41,0,0,0.41,1,0
6123.339,0,-0.62,0,-0.41,0,0,0.32,1,0
6125.896,0,-0.62,0,-0.41,0.01,0.01,0.32,1,0
6128.33,0,-0.62,0,-0.41,0.01,0.01,0.32,1,0
6130.901,0,-0.62,0,-0.41,0.01,0.01,0.32,1,0
6133.29,0,-0.62,0,-0.41,0.01,0.01,0.32,1,0
6136.071,0,-0.62,0,-0.41,0.01,0.01,0.32,1,0
6138.968,0,-0.62,0,-0.41,0.01,0.01,0.32,1,0
6141.522,0,-0.62,0,-0.41,0.01,0.01,0.32,1,0
6144.026,0,-0.62,0,-0.41,0.01,0.01,0.32,1,0
6146.525,0,-0.62,0,-0.41,0.01,0.01,0.32,1,0
6149.014,0,-0.62,0,-0.41,0.01,0.01,0.32,1,0
6151.517,0,-0.62,0,-0.41,0.01,0.01,0.32,1,0
6153.989,0,-0.62,0,-0.41,0.01,0.01,0.32,1,0
6156.493,0,-0.62,0,-0.41,0.01,0.01,0.32,1,0
6159.032,0,-0.62,0,-0.41,0.01,0.01,0.32,1,0
6161.466,0,-0.62,0,-0.41,0.01,0.01,0.32,1,0
6164.017,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6166.39,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6169.035,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6171.443,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6174.019,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6176.489,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6179.054,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6181.511,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6183.976,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6186.49,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6188.973,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6191.588,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6193.981,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6196.514,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6198.955,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6201.542,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6203.981,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6206.47,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6209.033,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6211.463,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6214.046,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6216.405,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6219.044,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6221.453,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6224.089,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6226.48,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6229.024,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6231.531,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6233.972,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6236.694,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6238.876,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6241.532,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6243.918,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6246.551,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6248.969,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6251.565,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6254.002,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
6256.587,0,-0.62,0,-0.42,0.01,0.01,0.32,1,0
